TimeRange	Country	Average	Count	P90	P95	Histogram
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Aruba	4407.333333333333	12	8719	9305	0-79.46:1;79.46-158.92:0;158.92-238.38:0;238.38-317.84:0;317.84-397.3:0;397.3-476.76:0;476.76-556.22:0;556.22-635.68:0;635.68-715.14:2;715.14-794.6:1;794.6-874.06:0;874.06-953.52:0;953.52-1032.98:0;1032.98-1112.44:0;1112.44-1191.9:0;1191.9-1271.36:1;1271.36-1350.82:0;1350.82-1430.28:0;1430.28-1509.74:0;1509.74-1589.2:0;1589.2-1668.66:0;1668.66-1748.12:0;1748.12-1827.58:0;1827.58-1907.04:0;1907.04-1986.5:0;1986.5-2065.96:0;2065.96-2145.42:0;2145.42-2224.88:0;2224.88-2304.34:0;2304.34-2383.8:0;2383.8-2463.26:0;2463.26-2542.72:0;2542.72-2622.18:0;2622.18-2701.64:0;2701.64-2781.1:1;2781.1-2860.56:0;2860.56-2940.02:0;2940.02-3019.48:0;3019.48-3098.94:0;3098.94-3178.4:0;3178.4-3257.86:0;3257.86-3337.32:0;3337.32-3416.78:1;3416.78-3496.24:0;3496.24-3575.7:1;3575.7-3655.16:1;3655.16-3734.62:0;3734.62-3814.08:0;3814.08-3893.54:0;3893.54-3973:0;3973-4052.46:0;4052.46-4131.92:0;4131.92-4211.38:0;4211.38-4290.84:0;4290.84-4370.3:0;4370.3-4449.76:0;4449.76-4529.22:0;4529.22-4608.68:0;4608.68-4688.14:1;4688.14-4767.6:0;4767.6-4847.06:0;4847.06-4926.52:0;4926.52-5005.98:0;5005.98-5085.44:0;5085.44-5164.9:0;5164.9-5244.36:0;5244.36-5323.82:0;5323.82-5403.28:0;5403.28-5482.74:0;5482.74-5562.2:0;5562.2-5641.66:0;5641.66-5721.12:0;5721.12-5800.58:0;5800.58-5880.04:0;5880.04-5959.5:0;5959.5-6038.96:0;6038.96-6118.42:0;6118.42-6197.88:0;6197.88-6277.34:0;6277.34-6356.8:0;6356.8-6436.26:0;6436.26-6515.72:0;6515.72-6595.18:0;6595.18-6674.64:0;6674.64-6754.1:0;6754.1-6833.56:0;6833.56-6913.02:0;6913.02-6992.48:0;6992.48-7071.94:0;7071.94-7151.4:0;7151.4-7230.86:0;7230.86-7310.32:0;7310.32-7389.78:1;7389.78-7469.24:0;7469.24-7548.7:0;7548.7-7628.16:0;7628.16-7707.62:0;7707.62-7787.08:0;7787.08-7866.54:0;7866.54-7946:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Australia	3616.5779312687537	17663	7466	10505	0-297.38:621;297.38-594.76:958;594.76-892.14:392;892.14-1189.52:993;1189.52-1486.9:1888;1486.9-1784.28:1652;1784.28-2081.66:1239;2081.66-2379.04:1042;2379.04-2676.42:902;2676.42-2973.8:755;2973.8-3271.18:668;3271.18-3568.56:594;3568.56-3865.94:518;3865.94-4163.32:532;4163.32-4460.7:495;4460.7-4758.08:423;4758.08-5055.46:367;5055.46-5352.84:343;5352.84-5650.22:315;5650.22-5947.6:264;5947.6-6244.98:245;6244.98-6542.36:212;6542.36-6839.74:192;6839.74-7137.12:162;7137.12-7434.5:134;7434.5-7731.88:124;7731.88-8029.26:128;8029.26-8326.64:90;8326.64-8624.02:86;8624.02-8921.4:92;8921.4-9218.78:89;9218.78-9516.16:70;9516.16-9813.54:64;9813.54-10110.92:66;10110.92-10408.3:59;10408.3-10705.68:50;10705.68-11003.06:47;11003.06-11300.44:39;11300.44-11597.82:50;11597.82-11895.2:42;11895.2-12192.58:40;12192.58-12489.96:27;12489.96-12787.34:32;12787.34-13084.72:24;13084.72-13382.1:29;13382.1-13679.48:16;13679.48-13976.86:20;13976.86-14274.24:22;14274.24-14571.62:27;14571.62-14869:19;14869-15166.38:23;15166.38-15463.76:21;15463.76-15761.14:21;15761.14-16058.52:21;16058.52-16355.9:17;16355.9-16653.28:14;16653.28-16950.66:12;16950.66-17248.04:11;17248.04-17545.42:16;17545.42-17842.8:16;17842.8-18140.18:13;18140.18-18437.56:16;18437.56-18734.94:10;18734.94-19032.32:8;19032.32-19329.7:9;19329.7-19627.08:7;19627.08-19924.46:8;19924.46-20221.84:8;20221.84-20519.22:11;20519.22-20816.6:6;20816.6-21113.98:6;21113.98-21411.36:9;21411.36-21708.74:5;21708.74-22006.12:7;22006.12-22303.5:6;22303.5-22600.88:5;22600.88-22898.26:4;22898.26-23195.64:7;23195.64-23493.02:9;23493.02-23790.4:4;23790.4-24087.78:5;24087.78-24385.16:6;24385.16-24682.54:4;24682.54-24979.92:5;24979.92-25277.3:3;25277.3-25574.68:3;25574.68-25872.06:5;25872.06-26169.44:3;26169.44-26466.82:3;26466.82-26764.2:2;26764.2-27061.58:3;27061.58-27358.96:3;27358.96-27656.34:5;27656.34-27953.72:2;27953.72-28251.1:4;28251.1-28548.48:5;28548.48-28845.86:1;28845.86-29143.24:4;29143.24-29440.62:5;29440.62-29738:4
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Austria	3087.7371169916432	8616	6124	9345	0-299.55:173;299.55-599.1:321;599.1-898.65:173;898.65-1198.2:1116;1198.2-1497.75:1103;1497.75-1797.3:779;1797.3-2096.85:715;2096.85-2396.4:622;2396.4-2695.95:514;2695.95-2995.5:408;2995.5-3295.05:362;3295.05-3594.6:276;3594.6-3894.15:241;3894.15-4193.7:205;4193.7-4493.25:151;4493.25-4792.8:131;4792.8-5092.35:147;5092.35-5391.9:118;5391.9-5691.45:88;5691.45-5991:74;5991-6290.55:77;6290.55-6590.1:72;6590.1-6889.65:53;6889.65-7189.2:40;7189.2-7488.75:42;7488.75-7788.3:30;7788.3-8087.85:41;8087.85-8387.4:34;8387.4-8686.95:41;8686.95-8986.5:22;8986.5-9286.05:14;9286.05-9585.6:25;9585.6-9885.15:20;9885.15-10184.7:27;10184.7-10484.25:23;10484.25-10783.8:20;10783.8-11083.35:20;11083.35-11382.9:14;11382.9-11682.45:13;11682.45-11982:15;11982-12281.55:10;12281.55-12581.1:12;12581.1-12880.65:11;12880.65-13180.2:16;13180.2-13479.75:7;13479.75-13779.3:8;13779.3-14078.85:12;14078.85-14378.4:9;14378.4-14677.95:4;14677.95-14977.5:15;14977.5-15277.05:6;15277.05-15576.6:7;15576.6-15876.15:0;15876.15-16175.7:9;16175.7-16475.25:3;16475.25-16774.8:8;16774.8-17074.35:7;17074.35-17373.9:3;17373.9-17673.45:9;17673.45-17973:7;17973-18272.55:2;18272.55-18572.1:5;18572.1-18871.65:3;18871.65-19171.2:6;19171.2-19470.75:1;19470.75-19770.3:2;19770.3-20069.85:2;20069.85-20369.4:3;20369.4-20668.95:4;20668.95-20968.5:4;20968.5-21268.05:2;21268.05-21567.6:4;21567.6-21867.15:4;21867.15-22166.7:5;22166.7-22466.25:3;22466.25-22765.8:2;22765.8-23065.35:1;23065.35-23364.9:2;23364.9-23664.45:1;23664.45-23964:2;23964-24263.55:3;24263.55-24563.1:0;24563.1-24862.65:3;24862.65-25162.2:2;25162.2-25461.75:5;25461.75-25761.3:1;25761.3-26060.85:3;26060.85-26360.4:3;26360.4-26659.95:1;26659.95-26959.5:1;26959.5-27259.05:3;27259.05-27558.6:0;27558.6-27858.15:1;27858.15-28157.7:4;28157.7-28457.25:1;28457.25-28756.8:0;28756.8-29056.35:1;29056.35-29355.9:0;29355.9-29655.45:1;29655.45-29955:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Azerbaijan	5306.3798627002288	437	10720	14520	0-293.23:9;293.23-586.46:13;586.46-879.69:5;879.69-1172.92:30;1172.92-1466.15:17;1466.15-1759.38:26;1759.38-2052.61:22;2052.61-2345.84:17;2345.84-2639.07:13;2639.07-2932.3:14;2932.3-3225.53:18;3225.53-3518.76:20;3518.76-3811.99:14;3811.99-4105.22:13;4105.22-4398.45:14;4398.45-4691.68:16;4691.68-4984.91:13;4984.91-5278.14:11;5278.14-5571.37:12;5571.37-5864.6:9;5864.6-6157.83:10;6157.83-6451.06:9;6451.06-6744.29:11;6744.29-7037.52:8;7037.52-7330.75:8;7330.75-7623.98:3;7623.98-7917.21:6;7917.21-8210.44:7;8210.44-8503.67:1;8503.67-8796.9:2;8796.9-9090.13:6;9090.13-9383.36:8;9383.36-9676.59:4;9676.59-9969.82:0;9969.82-10263.05:2;10263.05-10556.28:3;10556.28-10849.51:2;10849.51-11142.74:2;11142.74-11435.97:0;11435.97-11729.2:2;11729.2-12022.43:4;12022.43-12315.66:2;12315.66-12608.89:0;12608.89-12902.12:2;12902.12-13195.35:3;13195.35-13488.58:2;13488.58-13781.81:2;13781.81-14075.04:0;14075.04-14368.27:1;14368.27-14661.5:1;14661.5-14954.73:2;14954.73-15247.96:2;15247.96-15541.19:0;15541.19-15834.42:0;15834.42-16127.65:0;16127.65-16420.88:0;16420.88-16714.11:0;16714.11-17007.34:1;17007.34-17300.57:0;17300.57-17593.8:2;17593.8-17887.03:0;17887.03-18180.26:0;18180.26-18473.49:1;18473.49-18766.72:1;18766.72-19059.95:1;19059.95-19353.18:0;19353.18-19646.41:0;19646.41-19939.64:0;19939.64-20232.87:2;20232.87-20526.1:0;20526.1-20819.33:0;20819.33-21112.56:0;21112.56-21405.79:1;21405.79-21699.02:0;21699.02-21992.25:1;21992.25-22285.48:0;22285.48-22578.71:0;22578.71-22871.94:0;22871.94-23165.17:0;23165.17-23458.4:0;23458.4-23751.63:0;23751.63-24044.86:1;24044.86-24338.09:0;24338.09-24631.32:0;24631.32-24924.55:0;24924.55-25217.78:1;25217.78-25511.01:1;25511.01-25804.24:0;25804.24-26097.47:0;26097.47-26390.7:1;26390.7-26683.93:0;26683.93-26977.16:0;26977.16-27270.39:0;27270.39-27563.62:1;27563.62-27856.85:0;27856.85-28150.08:0;28150.08-28443.31:0;28443.31-28736.54:0;28736.54-29029.77:0;29029.77-29323:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Bahamas	2940.3018867924529	212	6986	10028	0-261.73:16;261.73-523.46:20;523.46-785.19:39;785.19-1046.92:16;1046.92-1308.65:11;1308.65-1570.38:12;1570.38-1832.11:6;1832.11-2093.84:5;2093.84-2355.57:10;2355.57-2617.3:9;2617.3-2879.03:5;2879.03-3140.76:7;3140.76-3402.49:5;3402.49-3664.22:6;3664.22-3925.95:2;3925.95-4187.68:2;4187.68-4449.41:4;4449.41-4711.14:4;4711.14-4972.87:3;4972.87-5234.6:1;5234.6-5496.33:1;5496.33-5758.06:0;5758.06-6019.79:0;6019.79-6281.52:1;6281.52-6543.25:4;6543.25-6804.98:0;6804.98-7066.71:3;7066.71-7328.44:1;7328.44-7590.17:1;7590.17-7851.9:1;7851.9-8113.63:0;8113.63-8375.36:0;8375.36-8637.09:2;8637.09-8898.82:0;8898.82-9160.55:1;9160.55-9422.28:1;9422.28-9684.01:2;9684.01-9945.74:1;9945.74-10207.47:2;10207.47-10469.2:0;10469.2-10730.93:0;10730.93-10992.66:0;10992.66-11254.39:1;11254.39-11516.12:0;11516.12-11777.85:0;11777.85-12039.58:0;12039.58-12301.31:0;12301.31-12563.04:0;12563.04-12824.77:0;12824.77-13086.5:0;13086.5-13348.23:1;13348.23-13609.96:1;13609.96-13871.69:0;13871.69-14133.42:0;14133.42-14395.15:0;14395.15-14656.88:0;14656.88-14918.61:0;14918.61-15180.34:0;15180.34-15442.07:1;15442.07-15703.8:0;15703.8-15965.53:0;15965.53-16227.26:0;16227.26-16488.99:0;16488.99-16750.72:0;16750.72-17012.45:0;17012.45-17274.18:0;17274.18-17535.91:0;17535.91-17797.64:0;17797.64-18059.37:0;18059.37-18321.1:0;18321.1-18582.83:1;18582.83-18844.56:0;18844.56-19106.29:0;19106.29-19368.02:0;19368.02-19629.75:0;19629.75-19891.48:0;19891.48-20153.21:0;20153.21-20414.94:0;20414.94-20676.67:0;20676.67-20938.4:0;20938.4-21200.13:0;21200.13-21461.86:0;21461.86-21723.59:0;21723.59-21985.32:0;21985.32-22247.05:0;22247.05-22508.78:1;22508.78-22770.51:0;22770.51-23032.24:0;23032.24-23293.97:0;23293.97-23555.7:1;23555.7-23817.43:0;23817.43-24079.16:0;24079.16-24340.89:0;24340.89-24602.62:0;24602.62-24864.35:0;24864.35-25126.08:0;25126.08-25387.81:0;25387.81-25649.54:0;25649.54-25911.27:0;25911.27-26173:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Bahrain	4910.7323943661968	213	10158	15645	0-298.06:4;298.06-596.12:9;596.12-894.18:5;894.18-1192.24:2;1192.24-1490.3:13;1490.3-1788.36:14;1788.36-2086.42:17;2086.42-2384.48:18;2384.48-2682.54:8;2682.54-2980.6:9;2980.6-3278.66:9;3278.66-3576.72:8;3576.72-3874.78:8;3874.78-4172.84:8;4172.84-4470.9:4;4470.9-4768.96:4;4768.96-5067.02:4;5067.02-5365.08:4;5365.08-5663.14:4;5663.14-5961.2:2;5961.2-6259.26:4;6259.26-6557.32:5;6557.32-6855.38:2;6855.38-7153.44:1;7153.44-7451.5:5;7451.5-7749.56:3;7749.56-8047.62:2;8047.62-8345.68:1;8345.68-8643.74:4;8643.74-8941.8:2;8941.8-9239.86:0;9239.86-9537.92:2;9537.92-9835.98:4;9835.98-10134.04:3;10134.04-10432.1:2;10432.1-10730.16:0;10730.16-11028.22:1;11028.22-11326.28:1;11326.28-11624.34:3;11624.34-11922.4:1;11922.4-12220.46:0;12220.46-12518.52:0;12518.52-12816.58:1;12816.58-13114.64:0;13114.64-13412.7:0;13412.7-13710.76:0;13710.76-14008.82:0;14008.82-14306.88:1;14306.88-14604.94:0;14604.94-14903:0;14903-15201.06:0;15201.06-15499.12:0;15499.12-15797.18:2;15797.18-16095.24:1;16095.24-16393.3:0;16393.3-16691.36:0;16691.36-16989.42:1;16989.42-17287.48:0;17287.48-17585.54:2;17585.54-17883.6:1;17883.6-18181.66:0;18181.66-18479.72:0;18479.72-18777.78:1;18777.78-19075.84:0;19075.84-19373.9:0;19373.9-19671.96:0;19671.96-19970.02:0;19970.02-20268.08:0;20268.08-20566.14:0;20566.14-20864.2:0;20864.2-21162.26:1;21162.26-21460.32:0;21460.32-21758.38:0;21758.38-22056.44:0;22056.44-22354.5:0;22354.5-22652.56:0;22652.56-22950.62:0;22950.62-23248.68:0;23248.68-23546.74:0;23546.74-23844.8:0;23844.8-24142.86:0;24142.86-24440.92:0;24440.92-24738.98:0;24738.98-25037.04:0;25037.04-25335.1:0;25335.1-25633.16:0;25633.16-25931.22:0;25931.22-26229.28:0;26229.28-26527.34:0;26527.34-26825.4:1;26825.4-27123.46:0;27123.46-27421.52:0;27421.52-27719.58:0;27719.58-28017.64:0;28017.64-28315.7:0;28315.7-28613.76:0;28613.76-28911.82:0;28911.82-29209.88:0;29209.88-29507.94:0;29507.94-29806:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Bangladesh	8922.6144200626968	319	19570	25079	0-297.53:3;297.53-595.06:3;595.06-892.59:2;892.59-1190.12:1;1190.12-1487.65:6;1487.65-1785.18:16;1785.18-2082.71:16;2082.71-2380.24:11;2380.24-2677.77:5;2677.77-2975.3:14;2975.3-3272.83:10;3272.83-3570.36:9;3570.36-3867.89:4;3867.89-4165.42:7;4165.42-4462.95:2;4462.95-4760.48:9;4760.48-5058.01:3;5058.01-5355.54:6;5355.54-5653.07:7;5653.07-5950.6:4;5950.6-6248.13:7;6248.13-6545.66:6;6545.66-6843.19:4;6843.19-7140.72:11;7140.72-7438.25:5;7438.25-7735.78:8;7735.78-8033.31:4;8033.31-8330.84:5;8330.84-8628.37:4;8628.37-8925.9:4;8925.9-9223.43:2;9223.43-9520.96:6;9520.96-9818.49:8;9818.49-10116.02:5;10116.02-10413.55:5;10413.55-10711.08:0;10711.08-11008.61:2;11008.61-11306.14:6;11306.14-11603.67:2;11603.67-11901.2:1;11901.2-12198.73:2;12198.73-12496.26:4;12496.26-12793.79:3;12793.79-13091.32:3;13091.32-13388.85:4;13388.85-13686.38:3;13686.38-13983.91:3;13983.91-14281.44:2;14281.44-14578.97:3;14578.97-14876.5:1;14876.5-15174.03:1;15174.03-15471.56:1;15471.56-15769.09:2;15769.09-16066.62:3;16066.62-16364.15:1;16364.15-16661.68:1;16661.68-16959.21:3;16959.21-17256.74:6;17256.74-17554.27:1;17554.27-17851.8:0;17851.8-18149.33:2;18149.33-18446.86:1;18446.86-18744.39:1;18744.39-19041.92:0;19041.92-19339.45:3;19339.45-19636.98:1;19636.98-19934.51:4;19934.51-20232.04:2;20232.04-20529.57:0;20529.57-20827.1:1;20827.1-21124.63:0;21124.63-21422.16:2;21422.16-21719.69:1;21719.69-22017.22:0;22017.22-22314.75:1;22314.75-22612.28:1;22612.28-22909.81:0;22909.81-23207.34:0;23207.34-23504.87:0;23504.87-23802.4:1;23802.4-24099.93:0;24099.93-24397.46:1;24397.46-24694.99:1;24694.99-24992.52:1;24992.52-25290.05:2;25290.05-25587.58:0;25587.58-25885.11:1;25885.11-26182.64:1;26182.64-26480.17:0;26480.17-26777.7:0;26777.7-27075.23:1;27075.23-27372.76:2;27372.76-27670.29:0;27670.29-27967.82:1;27967.82-28265.35:2;28265.35-28562.88:0;28562.88-28860.41:0;28860.41-29157.94:0;29157.94-29455.47:4;29455.47-29753:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Barbados	5779.545454545455	11	11846	13876	0-121.9:2;121.9-243.8:1;243.8-365.7:0;365.7-487.6:2;487.6-609.5:0;609.5-731.4:0;731.4-853.3:0;853.3-975.2:0;975.2-1097.1:0;1097.1-1219:0;1219-1340.9:0;1340.9-1462.8:0;1462.8-1584.7:0;1584.7-1706.6:0;1706.6-1828.5:0;1828.5-1950.4:1;1950.4-2072.3:0;2072.3-2194.2:0;2194.2-2316.1:0;2316.1-2438:0;2438-2559.9:0;2559.9-2681.8:0;2681.8-2803.7:0;2803.7-2925.6:0;2925.6-3047.5:0;3047.5-3169.4:0;3169.4-3291.3:0;3291.3-3413.2:0;3413.2-3535.1:0;3535.1-3657:0;3657-3778.9:1;3778.9-3900.8:0;3900.8-4022.7:0;4022.7-4144.6:0;4144.6-4266.5:0;4266.5-4388.4:0;4388.4-4510.3:0;4510.3-4632.2:0;4632.2-4754.1:0;4754.1-4876:0;4876-4997.9:0;4997.9-5119.8:0;5119.8-5241.7:0;5241.7-5363.6:0;5363.6-5485.5:0;5485.5-5607.4:0;5607.4-5729.3:0;5729.3-5851.2:0;5851.2-5973.1:0;5973.1-6095:0;6095-6216.9:0;6216.9-6338.8:0;6338.8-6460.7:0;6460.7-6582.6:0;6582.6-6704.5:0;6704.5-6826.4:1;6826.4-6948.3:0;6948.3-7070.2:0;7070.2-7192.1:0;7192.1-7314:0;7314-7435.9:0;7435.9-7557.8:0;7557.8-7679.7:0;7679.7-7801.6:0;7801.6-7923.5:0;7923.5-8045.4:0;8045.4-8167.3:0;8167.3-8289.2:0;8289.2-8411.1:0;8411.1-8533:0;8533-8654.9:0;8654.9-8776.8:0;8776.8-8898.7:0;8898.7-9020.6:0;9020.6-9142.5:0;9142.5-9264.4:0;9264.4-9386.3:1;9386.3-9508.2:0;9508.2-9630.1:0;9630.1-9752:0;9752-9873.9:0;9873.9-9995.8:0;9995.8-10117.7:0;10117.7-10239.6:1;10239.6-10361.5:0;10361.5-10483.4:0;10483.4-10605.3:0;10605.3-10727.2:0;10727.2-10849.1:0;10849.1-10971:0;10971-11092.9:0;11092.9-11214.8:0;11214.8-11336.7:0;11336.7-11458.6:0;11458.6-11580.5:0;11580.5-11702.4:0;11702.4-11824.3:0;11824.3-11946.2:0;11946.2-12068.1:0;12068.1-12190:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Belarus	3198.1306532663316	199	6869	9034	0-275.41:10;275.41-550.82:14;550.82-826.23:5;826.23-1101.64:5;1101.64-1377.05:27;1377.05-1652.46:21;1652.46-1927.87:11;1927.87-2203.28:14;2203.28-2478.69:7;2478.69-2754.1:7;2754.1-3029.51:3;3029.51-3304.92:11;3304.92-3580.33:7;3580.33-3855.74:8;3855.74-4131.15:3;4131.15-4406.56:5;4406.56-4681.97:2;4681.97-4957.38:2;4957.38-5232.79:6;5232.79-5508.2:2;5508.2-5783.61:2;5783.61-6059.02:2;6059.02-6334.43:3;6334.43-6609.84:1;6609.84-6885.25:2;6885.25-7160.66:1;7160.66-7436.07:0;7436.07-7711.48:1;7711.48-7986.89:3;7986.89-8262.3:3;8262.3-8537.71:0;8537.71-8813.12:0;8813.12-9088.53:5;9088.53-9363.94:1;9363.94-9639.35:0;9639.35-9914.76:0;9914.76-10190.17:1;10190.17-10465.58:0;10465.58-10740.99:0;10740.99-11016.4:1;11016.4-11291.81:0;11291.81-11567.22:0;11567.22-11842.63:0;11842.63-12118.04:0;12118.04-12393.45:0;12393.45-12668.86:0;12668.86-12944.27:0;12944.27-13219.68:0;13219.68-13495.09:0;13495.09-13770.5:0;13770.5-14045.91:0;14045.91-14321.32:0;14321.32-14596.73:0;14596.73-14872.14:0;14872.14-15147.55:0;15147.55-15422.96:0;15422.96-15698.37:0;15698.37-15973.78:0;15973.78-16249.19:0;16249.19-16524.6:0;16524.6-16800.01:0;16800.01-17075.42:0;17075.42-17350.83:1;17350.83-17626.24:0;17626.24-17901.65:0;17901.65-18177.06:0;18177.06-18452.47:0;18452.47-18727.88:0;18727.88-19003.29:0;19003.29-19278.7:0;19278.7-19554.11:0;19554.11-19829.52:0;19829.52-20104.93:0;20104.93-20380.34:0;20380.34-20655.75:0;20655.75-20931.16:0;20931.16-21206.57:0;21206.57-21481.98:0;21481.98-21757.39:0;21757.39-22032.8:1;22032.8-22308.21:0;22308.21-22583.62:0;22583.62-22859.03:0;22859.03-23134.44:0;23134.44-23409.85:0;23409.85-23685.26:0;23685.26-23960.67:0;23960.67-24236.08:0;24236.08-24511.49:0;24511.49-24786.9:0;24786.9-25062.31:0;25062.31-25337.72:0;25337.72-25613.13:0;25613.13-25888.54:0;25888.54-26163.95:0;26163.95-26439.36:0;26439.36-26714.77:0;26714.77-26990.18:0;26990.18-27265.59:0;27265.59-27541:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Belgium	2375.3457875457875	12285	4321	6690	0-293.98:558;293.98-587.96:615;587.96-881.94:420;881.94-1175.92:2211;1175.92-1469.9:1784;1469.9-1763.88:1401;1763.88-2057.86:1010;2057.86-2351.84:800;2351.84-2645.82:583;2645.82-2939.8:485;2939.8-3233.78:387;3233.78-3527.76:283;3527.76-3821.74:235;3821.74-4115.72:197;4115.72-4409.7:161;4409.7-4703.68:108;4703.68-4997.66:103;4997.66-5291.64:74;5291.64-5585.62:74;5585.62-5879.6:65;5879.6-6173.58:48;6173.58-6467.56:42;6467.56-6761.54:46;6761.54-7055.52:34;7055.52-7349.5:38;7349.5-7643.48:28;7643.48-7937.46:32;7937.46-8231.44:31;8231.44-8525.42:27;8525.42-8819.4:35;8819.4-9113.38:18;9113.38-9407.36:19;9407.36-9701.34:18;9701.34-9995.32:13;9995.32-10289.3:13;10289.3-10583.28:10;10583.28-10877.26:19;10877.26-11171.24:16;11171.24-11465.22:13;11465.22-11759.2:19;11759.2-12053.18:11;12053.18-12347.16:8;12347.16-12641.14:10;12641.14-12935.12:6;12935.12-13229.1:11;13229.1-13523.08:7;13523.08-13817.06:8;13817.06-14111.04:5;14111.04-14405.02:5;14405.02-14699:7;14699-14992.98:5;14992.98-15286.96:3;15286.96-15580.94:3;15580.94-15874.92:2;15874.92-16168.9:5;16168.9-16462.88:6;16462.88-16756.86:4;16756.86-17050.84:5;17050.84-17344.82:7;17344.82-17638.8:3;17638.8-17932.78:3;17932.78-18226.76:4;18226.76-18520.74:2;18520.74-18814.72:5;18814.72-19108.7:3;19108.7-19402.68:5;19402.68-19696.66:2;19696.66-19990.64:3;19990.64-20284.62:2;20284.62-20578.6:3;20578.6-20872.58:5;20872.58-21166.56:0;21166.56-21460.54:3;21460.54-21754.52:0;21754.52-22048.5:4;22048.5-22342.48:1;22342.48-22636.46:3;22636.46-22930.44:2;22930.44-23224.42:2;23224.42-23518.4:1;23518.4-23812.38:3;23812.38-24106.36:4;24106.36-24400.34:7;24400.34-24694.32:1;24694.32-24988.3:5;24988.3-25282.28:3;25282.28-25576.26:0;25576.26-25870.24:0;25870.24-26164.22:1;26164.22-26458.2:1;26458.2-26752.18:0;26752.18-27046.16:0;27046.16-27340.14:0;27340.14-27634.12:0;27634.12-27928.1:2;27928.1-28222.08:2;28222.08-28516.06:1;28516.06-28810.04:3;28810.04-29104.02:2;29104.02-29398:3
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Belize	4497.1538461538457	13	8193	26658	0-257.83:3;257.83-515.66:1;515.66-773.49:1;773.49-1031.32:1;1031.32-1289.15:1;1289.15-1546.98:1;1546.98-1804.81:1;1804.81-2062.64:1;2062.64-2320.47:0;2320.47-2578.3:0;2578.3-2836.13:0;2836.13-3093.96:0;3093.96-3351.79:0;3351.79-3609.62:0;3609.62-3867.45:0;3867.45-4125.28:0;4125.28-4383.11:0;4383.11-4640.94:0;4640.94-4898.77:0;4898.77-5156.6:0;5156.6-5414.43:0;5414.43-5672.26:0;5672.26-5930.09:1;5930.09-6187.92:0;6187.92-6445.75:0;6445.75-6703.58:0;6703.58-6961.41:0;6961.41-7219.24:0;7219.24-7477.07:1;7477.07-7734.9:0;7734.9-7992.73:0;7992.73-8250.56:0;8250.56-8508.39:0;8508.39-8766.22:0;8766.22-9024.05:0;9024.05-9281.88:0;9281.88-9539.71:0;9539.71-9797.54:0;9797.54-10055.37:0;10055.37-10313.2:0;10313.2-10571.03:0;10571.03-10828.86:0;10828.86-11086.69:0;11086.69-11344.52:0;11344.52-11602.35:0;11602.35-11860.18:0;11860.18-12118.01:0;12118.01-12375.84:0;12375.84-12633.67:0;12633.67-12891.5:0;12891.5-13149.33:0;13149.33-13407.16:0;13407.16-13664.99:0;13664.99-13922.82:0;13922.82-14180.65:0;14180.65-14438.48:0;14438.48-14696.31:0;14696.31-14954.14:0;14954.14-15211.97:0;15211.97-15469.8:0;15469.8-15727.63:0;15727.63-15985.46:0;15985.46-16243.29:0;16243.29-16501.12:0;16501.12-16758.95:0;16758.95-17016.78:0;17016.78-17274.61:0;17274.61-17532.44:0;17532.44-17790.27:0;17790.27-18048.1:0;18048.1-18305.93:0;18305.93-18563.76:0;18563.76-18821.59:0;18821.59-19079.42:0;19079.42-19337.25:0;19337.25-19595.08:0;19595.08-19852.91:0;19852.91-20110.74:0;20110.74-20368.57:0;20368.57-20626.4:0;20626.4-20884.23:0;20884.23-21142.06:0;21142.06-21399.89:0;21399.89-21657.72:0;21657.72-21915.55:0;21915.55-22173.38:0;22173.38-22431.21:0;22431.21-22689.04:0;22689.04-22946.87:0;22946.87-23204.7:0;23204.7-23462.53:0;23462.53-23720.36:0;23720.36-23978.19:0;23978.19-24236.02:0;24236.02-24493.85:0;24493.85-24751.68:0;24751.68-25009.51:0;25009.51-25267.34:0;25267.34-25525.17:0;25525.17-25783:1
